year,month,date,system,central,site,BOD,T_N,T_P,TOC
2021,10,2021.10.05,영산강,영산강상류,광주천2,5,3.096,0.133,5.7
2021,10,2021.10.05,영산강,영산강상류,풍영정천2,2.1,2.464,0.167,4
2021,10,2021.10.05,영산강,죽산보(영산강중류),죽산,5.8,2.576,0.135,5.9
2021,10,2021.10.05,영산강,죽산보(영산강중류),평동천,2.7,7.697,0.577,5.3
2021,10,2021.10.05,영산강,죽산보(영산강중류),광산,5.7,3.603,0.099,5.7
2021,10,2021.10.05,영산강,죽산보(영산강중류),나주,5.9,2.639,0.128,6
2021,10,2021.10.05,영산강,지석천,지석천4,1.2,2.223,0.137,3.9
2021,10,2021.10.05,영산강,황룡강,황룡강5,4,1.124,0.093,4.9
2021,10,2021.10.06,영산강,고막원천,고막원천4,4.6,1.493,0.16,4.7
2021,10,2021.10.06,영산강,영산강하구언,무안2,1,1.853,0.078,3.8
2021,10,2021.10.06,영산강,영산강하류,삼포천2,2.6,2.014,0.157,6.5
2021,10,2021.10.06,영산강,영산강하류,함평,4.2,3.012,0.126,6
2021,10,2021.10.06,영산강,영산강하류,함평천3,3.7,1.79,0.143,5.5
2021,10,2021.10.06,영산강,영암천,영암천2,3.2,1.485,0.116,5.9
2021,10,2021.10.06,영산강,주암댐,주암댐,1.1,0.7,0.017,2.3
2021,10,2021.10.06,영산강,죽산보(영산강중류),영산포2,4,2.638,0.133,5.8
2021,10,2021.10.07,영산강,섬진강하류,계산,1.1,1.211,0.054,2.6
2021,10,2021.10.07,영산강,죽산보(영산강중류),문평천,4.4,1.774,0.091,4.5
2021,10,2021.10.07,영산강,죽산보(영산강중류),만봉천,1.6,1.3,0.137,3.7
2021,10,2021.10.07,영산강,죽산보(영산강중류),장성천2,5,8.869,0.873,12.8
2021,10,2021.10.07,영산강,죽산보(영산강중류),영산천,1.5,4.788,0.133,4.3
2021,10,2021.10.07,영산강,탐진강,탐진강4,2.2,1.373,0.113,3.8
2021,10,2021.10.07,영산강,탐진강,탐진강5,1.9,1.091,0.087,3.7
2021,10,2021.10.08,영산강,섬진강댐,관촌,0.9,1.11,0.018,1.7
2021,10,2021.10.08,영산강,섬진강댐하류,임실,1.2,1.231,0.021,3.6
2021,10,2021.10.08,영산강,오수천,오수천2,0.9,1.859,0.061,2.4
2021,10,2021.10.08,영산강,요천,요천3,1.2,1.753,0.043,2.6
2021,10,2021.10.08,영산강,주암댐,동복천2,0.7,0.457,0.014,1.8
2021,10,2021.10.12,영산강,영산강상류,우치,2.7,1.884,0.091,3.8
2021,10,2021.10.12,영산강,영산강상류,광주천2,8.7,8.556,0.617,9.3
2021,10,2021.10.12,영산강,영산강상류,풍영정천2,3.8,2.254,0.173,5.2
2021,10,2021.10.12,영산강,죽산보(영산강중류),죽산,4,2.65,0.129,5
2021,10,2021.10.12,영산강,죽산보(영산강중류),평동천,3.7,4.409,0.309,5.9
2021,10,2021.10.12,영산강,죽산보(영산강중류),광산,5.1,5.22,0.221,5.9
2021,10,2021.10.12,영산강,죽산보(영산강중류),나주,5.5,4.22,0.132,6.1
2021,10,2021.10.12,영산강,지석천,지석천4,1.9,2.165,0.114,3.2
2021,10,2021.10.12,영산강,황룡강,황룡강5,3.7,1.303,0.093,4.3
2021,10,2021.10.13,영산강,고막원천,고막원천4,5.1,1.777,0.172,6.2
2021,10,2021.10.13,영산강,영산강하구언,무안2,3.8,1.778,0.063,3.8
2021,10,2021.10.13,영산강,영산강하류,삼포천2,6,1.867,0.183,6.1
2021,10,2021.10.13,영산강,영산강하류,함평,3.7,2.215,0.118,4.4
2021,10,2021.10.13,영산강,영산강하류,함평천3,3.9,2.364,0.13,5
2021,10,2021.10.13,영산강,영암천,영암천2,5.1,1.473,0.105,5
2021,10,2021.10.13,영산강,주암댐,주암댐,1.5,0.672,0.011,2.2
2021,10,2021.10.13,영산강,죽산보(영산강중류),영산포2,5.4,2.45,0.125,6.5
2021,10,2021.10.14,영산강,섬진강하류,계산,2.5,1.37,0.054,2.6
2021,10,2021.10.14,영산강,탐진강,탐진강4,3,1.305,0.097,3.1
2021,10,2021.10.14,영산강,탐진강,탐진강5,2.9,0.92,0.063,3.1
2021,10,2021.10.15,영산강,섬진강댐,관촌,0.9,1.232,0.018,1.8
2021,10,2021.10.15,영산강,섬진강댐하류,임실,1.2,1.326,0.019,3.3
2021,10,2021.10.15,영산강,오수천,오수천2,0.9,1.88,0.062,2.6
2021,10,2021.10.15,영산강,요천,요천3,0.9,1.901,0.042,2.6
2021,10,2021.10.15,영산강,주암댐,동복천2,1.2,0.675,0.021,1.7
2021,10,2021.10.15,영산강,죽산보(영산강중류),문평천,1.8,1.489,0.06,2.8
2021,10,2021.10.15,영산강,죽산보(영산강중류),만봉천,1.5,1.703,0.144,3.3
2021,10,2021.10.15,영산강,죽산보(영산강중류),장성천2,3.7,4.886,0.417,6.1
2021,10,2021.10.15,영산강,죽산보(영산강중류),영산천,1,5.121,0.145,3.6
2021,10,2021.10.18,영산강,영산강상류,우치,1.5,1.997,0.066,2.8
2021,10,2021.10.18,영산강,영산강상류,광주천2,2.6,3.36,0.125,3.7
2021,10,2021.10.18,영산강,영산강상류,풍영정천2,2.1,2.164,0.157,4.5
2021,10,2021.10.18,영산강,죽산보(영산강중류),죽산,7.3,3.8,0.126,7.4
2021,10,2021.10.18,영산강,죽산보(영산강중류),평동천,1.6,4.12,0.22,4.9
2021,10,2021.10.18,영산강,죽산보(영산강중류),광산,6.2,4.033,0.238,6.3
2021,10,2021.10.18,영산강,죽산보(영산강중류),나주,6.4,4.431,0.145,6.8
2021,10,2021.10.18,영산강,지석천,지석천4,1.6,2.415,0.1,3.1
2021,10,2021.10.18,영산강,황룡강,황룡강5,3.3,1.382,0.1,4.7
2021,10,2021.10.19,영산강,고막원천,고막원천4,8.5,1.769,0.188,9.1
2021,10,2021.10.19,영산강,영산강하구언,무안2,1.1,1.79,0.063,3.6
2021,10,2021.10.19,영산강,영산강하류,삼포천2,2.3,1.986,0.153,6
2021,10,2021.10.19,영산강,영산강하류,함평,3.3,2.821,0.11,4.8
2021,10,2021.10.19,영산강,영산강하류,함평천3,2.3,2.403,0.121,5.3
2021,10,2021.10.19,영산강,영암천,영암천2,1.6,1.621,0.1,4.7
2021,10,2021.10.19,영산강,주암댐,주암댐,1,0.689,0.016,2.4
2021,10,2021.10.19,영산강,죽산보(영산강중류),영산포2,5.1,3.522,0.107,6.1
2021,10,2021.10.20,영산강,섬진강하류,계산,1.3,1.322,0.039,2.1
2021,10,2021.10.20,영산강,죽산보(영산강중류),문평천,2.2,1.636,0.041,2.5
2021,10,2021.10.20,영산강,죽산보(영산강중류),만봉천,1.9,2.169,0.158,2.7
2021,10,2021.10.20,영산강,죽산보(영산강중류),장성천2,3.2,4.713,0.314,4.5
2021,10,2021.10.20,영산강,죽산보(영산강중류),영산천,1.7,5.814,0.15,3.6
2021,10,2021.10.20,영산강,탐진강,탐진강4,1.8,1.73,0.1,2.5
2021,10,2021.10.20,영산강,탐진강,탐진강5,1.9,1.219,0.078,2.5
2021,10,2021.10.21,영산강,섬진강댐,관촌,0.8,1.331,0.02,1.5
2021,10,2021.10.21,영산강,섬진강댐하류,임실,1.2,1.412,0.019,3
2021,10,2021.10.21,영산강,오수천,오수천2,1.1,1.991,0.04,2.1
2021,10,2021.10.21,영산강,요천,요천3,1,2.157,0.032,2
2021,10,2021.10.21,영산강,주암댐,동복천2,0.8,0.557,0.016,1.2
2021,10,2021.10.25,영산강,영산강상류,우치,1.9,2.15,0.053,3.2
2021,10,2021.10.25,영산강,영산강상류,광주천2,4.3,3.838,0.092,4.8
2021,10,2021.10.25,영산강,영산강상류,풍영정천2,2.3,3.022,0.109,3.7
2021,10,2021.10.25,영산강,죽산보(영산강중류),죽산,5.4,3.568,0.099,5.9
2021,10,2021.10.25,영산강,죽산보(영산강중류),평동천,1.8,9.172,0.219,3.6
2021,10,2021.10.25,영산강,죽산보(영산강중류),광산,6.9,5.178,0.095,7.2
2021,10,2021.10.25,영산강,죽산보(영산강중류),나주,5.9,4.478,0.089,6
2021,10,2021.10.25,영산강,지석천,지석천4,1.7,2.597,0.083,3.1
2021,10,2021.10.25,영산강,황룡강,황룡강5,4.4,1.491,0.107,4.5
2021,10,2021.10.26,영산강,고막원천,고막원천4,4.9,1.891,0.134,6.2
2021,10,2021.10.26,영산강,영산강하구언,무안2,1.3,1.826,0.061,3.8
2021,10,2021.10.26,영산강,영산강하류,삼포천2,2.7,2.492,0.192,7
2021,10,2021.10.26,영산강,영산강하류,함평,3.9,3.417,0.106,5.1
2021,10,2021.10.26,영산강,영산강하류,함평천3,2.5,3.866,0.114,5.6
2021,10,2021.10.26,영산강,영암천,영암천2,3,1.9,0.088,5.5
2021,10,2021.10.26,영산강,주암댐,주암댐,1.2,0.632,0.016,2.4
2021,10,2021.10.26,영산강,죽산보(영산강중류),영산포2,3.9,3.42,0.099,6
2021,10,2021.10.27,영산강,섬진강하류,계산,1.5,1.07,0.021,2
2021,10,2021.10.27,영산강,죽산보(영산강중류),문평천,1.8,1.943,0.033,2.5
2021,10,2021.10.27,영산강,죽산보(영산강중류),만봉천,2,2.187,0.091,2.9
2021,10,2021.10.27,영산강,죽산보(영산강중류),장성천2,3.5,7.653,0.45,5.2
2021,10,2021.10.27,영산강,죽산보(영산강중류),영산천,1.6,6.071,0.151,3.1
2021,10,2021.10.27,영산강,탐진강,탐진강4,2.2,1.631,0.105,2.7
2021,10,2021.10.27,영산강,탐진강,탐진강5,2.6,1.395,0.084,2.8
2021,10,2021.10.28,영산강,섬진강댐,관촌,1,1.229,0.02,1.6
2021,10,2021.10.28,영산강,섬진강댐하류,임실,1,1.477,0.017,3.1
2021,10,2021.10.28,영산강,오수천,오수천2,1.1,1.6,0.024,1.9
2021,10,2021.10.28,영산강,요천,요천3,1.3,2.305,0.029,2.1
2021,10,2021.10.28,영산강,주암댐,동복천2,1,0.56,0.016,1.5
2021,11,2021.11.01,영산강,영산강상류,우치,3.2,2.239,0.043,4.3
2021,11,2021.11.01,영산강,영산강상류,광주천2,3.4,3.87,0.079,3.6
2021,11,2021.11.01,영산강,영산강상류,풍영정천2,3,2.956,0.126,3.5
2021,11,2021.11.01,영산강,죽산보(영산강중류),죽산,4.6,3.726,0.069,4.8
2021,11,2021.11.01,영산강,죽산보(영산강중류),평동천,2.7,8.912,0.295,4
2021,11,2021.11.01,영산강,죽산보(영산강중류),광산,5.3,5.122,0.074,5.7
2021,11,2021.11.01,영산강,죽산보(영산강중류),나주,4.3,4.152,0.074,4.4
2021,11,2021.11.01,영산강,지석천,지석천4,3.1,2.702,0.091,3.4
2021,11,2021.11.01,영산강,황룡강,황룡강5,3.3,1.718,0.098,3.6
2021,11,2021.11.02,영산강,고막원천,고막원천4,4.6,1.966,0.103,5.2
2021,11,2021.11.02,영산강,영산강하구언,무안2,1.6,1.793,0.049,3.8
2021,11,2021.11.02,영산강,영산강하류,삼포천2,8.5,2.704,0.18,8.9
2021,11,2021.11.02,영산강,영산강하류,함평,3,3.356,0.096,4.9
2021,11,2021.11.02,영산강,영산강하류,함평천3,3.9,5.465,0.109,6.3
2021,11,2021.11.02,영산강,영암천,영암천2,3.9,1.984,0.093,5.5
2021,11,2021.11.02,영산강,주암댐,주암댐,1.3,0.644,0.013,2.4
2021,11,2021.11.02,영산강,죽산보(영산강중류),영산포2,4,3.352,0.079,4.9
2021,11,2021.11.03,영산강,섬진강하류,계산,1,1.102,0.017,2.1
2021,11,2021.11.03,영산강,죽산보(영산강중류),문평천,1.2,1.525,0.025,1.8
2021,11,2021.11.03,영산강,죽산보(영산강중류),만봉천,1.8,2.256,0.078,3.1
2021,11,2021.11.03,영산강,죽산보(영산강중류),장성천2,3.7,6.57,0.3,4
2021,11,2021.11.03,영산강,죽산보(영산강중류),영산천,1.1,5.509,0.122,3.4
2021,11,2021.11.03,영산강,탐진강,탐진강4,2.6,1.462,0.088,3.3
2021,11,2021.11.03,영산강,탐진강,탐진강5,2,1.297,0.062,3.2
2021,11,2021.11.04,영산강,섬진강댐,관촌,0.9,1.246,0.044,1.8
2021,11,2021.11.04,영산강,섬진강댐하류,임실,0.9,1.426,0.014,2.8
2021,11,2021.11.04,영산강,오수천,오수천2,1.3,1.373,0.015,2
2021,11,2021.11.04,영산강,요천,요천3,1.3,2.551,0.029,2.2
2021,11,2021.11.04,영산강,주암댐,동복천2,0.9,0.506,0.01,1.5
2021,11,2021.11.08,영산강,영산강상류,우치,2.5,1.749,0.055,3.9
2021,11,2021.11.08,영산강,영산강상류,광주천2,23.7,5.537,0.475,25.3
2021,11,2021.11.08,영산강,영산강상류,풍영정천2,8.4,1.998,0.222,9.8
2021,11,2021.11.08,영산강,죽산보(영산강중류),죽산,3.6,3.901,0.057,5
2021,11,2021.11.08,영산강,죽산보(영산강중류),평동천,8.7,4.478,0.405,9.2
2021,11,2021.11.08,영산강,죽산보(영산강중류),광산,5.7,5.411,0.09,6.1
2021,11,2021.11.08,영산강,죽산보(영산강중류),나주,4.5,4.593,0.078,4.7
2021,11,2021.11.08,영산강,지석천,지석천4,3.7,3.271,0.125,4.5
2021,11,2021.11.08,영산강,황룡강,황룡강5,5.7,1.528,0.111,6.2
2021,11,2021.11.09,영산강,고막원천,고막원천4,5.8,5.379,0.294,9.1
2021,11,2021.11.09,영산강,영산강하구언,무안2,1.3,1.831,0.043,3.7
2021,11,2021.11.09,영산강,영산강하류,삼포천2,2.3,2.505,0.122,5.2
2021,11,2021.11.09,영산강,영산강하류,함평,2.6,3.467,0.073,4.2
2021,11,2021.11.09,영산강,영산강하류,함평천3,8.8,7.297,0.479,10.4
2021,11,2021.11.09,영산강,영암천,영암천2,1.6,1.972,0.104,4.5
2021,11,2021.11.09,영산강,주암댐,주암댐,0.8,0.58,0.01,2.1
2021,11,2021.11.09,영산강,죽산보(영산강중류),영산포2,3.5,3.848,0.065,4.9
2021,11,2021.11.10,영산강,섬진강하류,계산,1.7,1.467,0.028,2.3
2021,11,2021.11.10,영산강,죽산보(영산강중류),문평천,2.1,2.42,0.045,2.2
2021,11,2021.11.10,영산강,죽산보(영산강중류),만봉천,3,2.329,0.132,3.4
2021,11,2021.11.10,영산강,죽산보(영산강중류),장성천2,4.5,4.539,0.296,5.1
2021,11,2021.11.10,영산강,죽산보(영산강중류),영산천,3,4.922,0.137,4.6
2021,11,2021.11.10,영산강,탐진강,탐진강4,2.5,1.548,0.112,2.6
2021,11,2021.11.10,영산강,탐진강,탐진강5,2.4,1.514,0.074,2.5
2021,11,2021.11.11,영산강,섬진강댐,관촌,1.3,2.234,0.027,2.7
2021,11,2021.11.11,영산강,섬진강댐하류,임실,0.9,1.436,0.014,2.7
2021,11,2021.11.11,영산강,오수천,오수천2,1.4,2.26,0.065,3.7
2021,11,2021.11.11,영산강,요천,요천3,1.1,2.324,0.037,2.7
2021,11,2021.11.11,영산강,주암댐,동복천2,0.7,0.788,0.018,1.8
2021,11,2021.11.15,영산강,영산강상류,우치,2.7,2.267,0.076,3.2
2021,11,2021.11.15,영산강,영산강상류,광주천2,3.8,3.244,0.13,3.9
2021,11,2021.11.15,영산강,영산강상류,풍영정천2,5.4,2.768,0.163,6.2
2021,11,2021.11.15,영산강,죽산보(영산강중류),죽산,4.3,4.329,0.078,4.4
2021,11,2021.11.15,영산강,죽산보(영산강중류),평동천,3.3,3.978,0.189,4.8
2021,11,2021.11.15,영산강,죽산보(영산강중류),광산,5.4,3.944,0.253,5.5
2021,11,2021.11.15,영산강,죽산보(영산강중류),나주,4.2,4.05,0.241,4.5
2021,11,2021.11.15,영산강,지석천,지석천4,3.1,3.117,0.098,3.5
2021,11,2021.11.15,영산강,황룡강,황룡강5,3.2,2.098,0.082,3.8
2021,11,2021.11.16,영산강,고막원천,고막원천4,3.7,3.994,0.276,6
2021,11,2021.11.16,영산강,영산강하구언,무안2,2.2,1.706,0.033,3.7
2021,11,2021.11.16,영산강,영산강하류,삼포천2,3,3.818,0.138,5.2
2021,11,2021.11.16,영산강,영산강하류,함평,3.8,3.884,0.089,4.1
2021,11,2021.11.16,영산강,영산강하류,함평천3,3.3,2.944,0.112,4.6
2021,11,2021.11.16,영산강,영암천,영암천2,4.4,2.115,0.066,4.6
2021,11,2021.11.16,영산강,주암댐,주암댐,1.6,0.564,0.007,2
2021,11,2021.11.16,영산강,죽산보(영산강중류),영산포2,4.1,4.153,0.065,4.5
2021,11,2021.11.17,영산강,섬진강하류,계산,1.6,1.477,0.026,2.5
2021,11,2021.11.17,영산강,죽산보(영산강중류),문평천,1.4,2.539,0.028,1.9
2021,11,2021.11.17,영산강,죽산보(영산강중류),만봉천,2.5,1.932,0.094,3.3
2021,11,2021.11.17,영산강,죽산보(영산강중류),장성천2,2.6,4.941,0.294,4.2
2021,11,2021.11.17,영산강,죽산보(영산강중류),영산천,1.9,5.751,0.11,3.3
2021,11,2021.11.17,영산강,탐진강,탐진강4,2.3,2.045,0.23,3.7
2021,11,2021.11.17,영산강,탐진강,탐진강5,1.8,1.588,0.093,2.8
2021,11,2021.11.18,영산강,섬진강댐,관촌,0.8,2.002,0.014,1.3
2021,11,2021.11.18,영산강,섬진강댐하류,임실,0.8,1.356,0.02,2.8
2021,11,2021.11.18,영산강,오수천,오수천2,1.2,2.034,0.031,3.2
2021,11,2021.11.18,영산강,요천,요천3,1,2.354,0.025,2
2021,11,2021.11.18,영산강,주암댐,동복천2,1.8,0.754,0.042,2.1
2021,11,2021.11.22,영산강,영산강상류,우치,2.1,1.916,0.054,3.3
2021,11,2021.11.22,영산강,영산강상류,광주천2,2.9,3.849,0.114,4.2
2021,11,2021.11.22,영산강,영산강상류,풍영정천2,3,2.526,0.13,4.3
2021,11,2021.11.22,영산강,죽산보(영산강중류),죽산,3.8,4.068,0.14,4.3
2021,11,2021.11.22,영산강,죽산보(영산강중류),평동천,2.2,7.462,0.252,4
2021,11,2021.11.22,영산강,죽산보(영산강중류),광산,4.1,4.738,0.097,5.1
2021,11,2021.11.22,영산강,죽산보(영산강중류),나주,4.2,4.138,0.12,4.5
2021,11,2021.11.22,영산강,지석천,지석천4,2.7,2.83,0.087,3.7
2021,11,2021.11.22,영산강,황룡강,황룡강5,3.7,1.727,0.089,4
2021,11,2021.11.23,영산강,고막원천,고막원천4,2.5,3.233,0.142,4.5
2021,11,2021.11.23,영산강,영산강하구언,무안2,1.9,1.841,0.042,4.1
2021,11,2021.11.23,영산강,영산강하류,삼포천2,3.9,4.139,0.111,5.3
2021,11,2021.11.23,영산강,영산강하류,함평,2.5,4.381,0.089,4.1
2021,11,2021.11.23,영산강,영산강하류,함평천3,2.6,3.886,0.138,4.8
2021,11,2021.11.23,영산강,영암천,영암천2,1.8,2.149,0.07,3.8
2021,11,2021.11.23,영산강,주암댐,주암댐,0.9,0.501,0.011,2.1
2021,11,2021.11.23,영산강,죽산보(영산강중류),영산포2,3.9,4.394,0.118,4.3
2021,11,2021.11.24,영산강,섬진강하류,계산,1.4,1.482,0.019,2.4
2021,11,2021.11.24,영산강,죽산보(영산강중류),문평천,1.6,2.148,0.028,2.5
2021,11,2021.11.24,영산강,죽산보(영산강중류),만봉천,2.2,2.004,0.088,2.9
2021,11,2021.11.24,영산강,죽산보(영산강중류),장성천2,2.5,4.647,0.419,5
2021,11,2021.11.24,영산강,죽산보(영산강중류),영산천,2.2,6.282,0.165,3.2
2021,11,2021.11.24,영산강,탐진강,탐진강4,2.2,2.051,0.184,3.2
2021,11,2021.11.24,영산강,탐진강,탐진강5,1.7,1.59,0.089,2.9
2021,11,2021.11.25,영산강,섬진강댐,관촌,0.7,1.798,0.009,1.3
2021,11,2021.11.25,영산강,섬진강댐하류,임실,0.7,1.399,0.011,2.8
2021,11,2021.11.25,영산강,오수천,오수천2,0.9,1.776,0.018,2
2021,11,2021.11.25,영산강,요천,요천3,1.1,2.515,0.018,2.1
2021,11,2021.11.25,영산강,주암댐,동복천2,0.9,0.759,0.012,1.2
2021,11,2021.11.29,영산강,영산강상류,우치,1.9,2.091,0.056,3.1
2021,11,2021.11.29,영산강,영산강하구언,무안2,1.3,1.844,0.039,4.4
2021,11,2021.11.29,영산강,요천,요천3,1,2.867,0.022,2.2
2021,11,2021.11.29,영산강,죽산보(영산강중류),죽산,3.6,3.94,0.134,4.4
2021,11,2021.11.29,영산강,죽산보(영산강중류),광산,4,6.322,0.206,5.7
2021,11,2021.11.29,영산강,죽산보(영산강중류),나주,3.3,4.941,0.085,4.5
2021,11,2021.11.29,영산강,지석천,지석천4,1.9,4.372,0.086,3.1
2021,11,2021.11.29,영산강,탐진강,탐진강5,1.4,1.622,0.076,2.5
2021,11,2021.11.29,영산강,황룡강,황룡강5,3.5,1.948,0.086,4.2
2021,11,2021.11.30,영산강,주암댐,주암댐,0.7,0.549,0.008,1.9
2021,12,2021.12.01,영산강,섬진강댐하류,임실,0.6,1.87,0.01,2.2
2021,12,2021.12.01,영산강,섬진강하류,계산,1.4,1.951,0.027,2.2
2021,12,2021.12.06,영산강,영산강상류,우치,1.6,2.656,0.08,3.5
2021,12,2021.12.06,영산강,영산강상류,광주천2,4,4.833,0.166,4.2
2021,12,2021.12.06,영산강,영산강상류,풍영정천2,2.8,2.922,0.116,3.8
2021,12,2021.12.06,영산강,죽산보(영산강중류),죽산,3.4,5.538,0.241,5.2
2021,12,2021.12.06,영산강,죽산보(영산강중류),평동천,2.1,6.212,0.206,4.2
2021,12,2021.12.06,영산강,죽산보(영산강중류),광산,4.9,5.166,0.191,5.3
2021,12,2021.12.06,영산강,죽산보(영산강중류),나주,5.5,4.019,0.191,5.7
2021,12,2021.12.06,영산강,지석천,지석천4,1.8,3.348,0.094,3.2
2021,12,2021.12.06,영산강,황룡강,황룡강5,2.9,2.077,0.057,3.9
2021,12,2021.12.07,영산강,고막원천,고막원천4,2.7,3.712,0.244,5.6
2021,12,2021.12.07,영산강,영산강하구언,무안2,1.8,1.87,0.037,5.1
2021,12,2021.12.07,영산강,영산강하류,삼포천2,4.1,4.828,0.117,6.2
2021,12,2021.12.07,영산강,영산강하류,함평,3.4,4.636,0.095,4.7
2021,12,2021.12.07,영산강,영산강하류,함평천3,2.6,4.837,0.158,5.5
2021,12,2021.12.07,영산강,영암천,영암천2,3.2,2.462,0.075,4.8
2021,12,2021.12.07,영산강,주암댐,주암댐,1.1,0.502,0.008,2.3
2021,12,2021.12.07,영산강,죽산보(영산강중류),영산포2,3.2,5.595,0.168,5.6
2021,12,2021.12.08,영산강,죽산보(영산강중류),문평천,1.7,3.222,0.023,2.1
2021,12,2021.12.08,영산강,죽산보(영산강중류),만봉천,2.7,2.622,0.116,3.9
2021,12,2021.12.08,영산강,죽산보(영산강중류),장성천2,3.1,5.11,0.401,3.7
2021,12,2021.12.08,영산강,죽산보(영산강중류),영산천,2.4,7.057,0.212,3.4
2021,12,2021.12.08,영산강,탐진강,탐진강4,2.1,2.229,0.136,3.3
2021,12,2021.12.08,영산강,탐진강,탐진강5,2.3,1.684,0.076,2.9
2021,12,2021.12.09,영산강,섬진강댐,관촌,1,2.146,0.011,1.2
2021,12,2021.12.09,영산강,오수천,오수천2,1.6,2.223,0.015,2.3
2021,12,2021.12.09,영산강,요천,요천3,1.4,2.627,0.016,2.2
2021,12,2021.12.09,영산강,주암댐,동복천2,1.3,0.92,0.012,1.5
2021,12,2021.12.08,영산강,섬진강하류,계산,1.7,2.059,0.018,2.7
2021,12,2021.12.09,영산강,섬진강댐하류,임실,1.1,1.35,0.006,2.7
2021,12,2021.12.13,영산강,영산강상류,우치,2.3,2.665,0.065,2.6
2021,12,2021.12.13,영산강,영산강상류,광주천2,3,4.4,0.111,4.2
2021,12,2021.12.13,영산강,영산강상류,풍영정천2,3.8,2.95,0.119,4.1
2021,12,2021.12.13,영산강,죽산보(영산강중류),죽산,5,3.764,0.17,5.8
2021,12,2021.12.13,영산강,죽산보(영산강중류),평동천,2.8,7.784,0.331,3.8
2021,12,2021.12.13,영산강,죽산보(영산강중류),광산,5.5,6.337,0.158,6
2021,12,2021.12.13,영산강,죽산보(영산강중류),나주,5.8,5.465,0.121,6.1
2021,12,2021.12.13,영산강,지석천,지석천4,2.8,4.014,0.086,3
2021,12,2021.12.13,영산강,황룡강,황룡강5,3.5,1.989,0.07,3.8
2021,12,2021.12.14,영산강,고막원천,고막원천4,4.9,3.208,0.139,5.3
2021,12,2021.12.14,영산강,영산강하구언,무안2,3.1,2.04,0.048,5.3
2021,12,2021.12.14,영산강,영산강하류,삼포천2,5.5,5.952,0.17,6
2021,12,2021.12.14,영산강,영산강하류,함평,4.3,4.918,0.229,5
2021,12,2021.12.14,영산강,영산강하류,함평천3,2.9,2.777,0.076,4.3
2021,12,2021.12.14,영산강,영암천,영암천2,5.1,2.658,0.086,5.6
2021,12,2021.12.14,영산강,주암댐,주암댐,1.5,0.461,0.007,2.1
2021,12,2021.12.14,영산강,죽산보(영산강중류),영산포2,5.2,3.778,0.174,5.4
2021,12,2021.12.15,영산강,죽산보(영산강중류),문평천,1.9,3.472,0.027,2
2021,12,2021.12.15,영산강,죽산보(영산강중류),만봉천,2.5,2.526,0.1,2.8
2021,12,2021.12.15,영산강,죽산보(영산강중류),장성천2,3,5.142,0.45,3.4
2021,12,2021.12.15,영산강,죽산보(영산강중류),영산천,2.4,7.687,0.177,3.2
2021,12,2021.12.15,영산강,탐진강,탐진강4,3,2.28,0.126,3.3
2021,12,2021.12.15,영산강,탐진강,탐진강5,2.3,1.711,0.089,2.9
2021,12,2021.12.16,영산강,섬진강댐,관촌,0.9,2.047,0.018,1.4
2021,12,2021.12.16,영산강,오수천,오수천2,1.3,2.084,0.016,2
2021,12,2021.12.16,영산강,요천,요천3,1.6,3.255,0.017,2.2
2021,12,2021.12.16,영산강,주암댐,동복천2,1.3,0.887,0.016,1.6
2021,12,2021.12.15,영산강,섬진강하류,계산,1.9,1.923,0.014,2.3
2021,12,2021.12.16,영산강,섬진강댐하류,임실,1,1.353,0.01,2.6
2021,12,2021.12.20,영산강,영산강상류,우치,1.6,2.772,0.067,2.5
2021,12,2021.12.20,영산강,영산강하구언,무안2,1.9,2.152,0.033,4.6
2021,12,2021.12.20,영산강,요천,요천3,1.2,3.598,0.025,2.2
2021,12,2021.12.20,영산강,죽산보(영산강중류),죽산,6,4.594,0.089,6.2
2021,12,2021.12.20,영산강,죽산보(영산강중류),광산,5.8,7.282,0.125,6.1
2021,12,2021.12.20,영산강,죽산보(영산강중류),나주,5.5,6.33,0.094,5.6
2021,12,2021.12.20,영산강,지석천,지석천4,2.9,10.369,0.086,4.2
2021,12,2021.12.20,영산강,탐진강,탐진강5,1.8,1.761,0.072,2.5
2021,12,2021.12.20,영산강,황룡강,황룡강5,2.6,1.886,0.056,3.2
2021,12,2021.12.21,영산강,섬진강댐,관촌,0.7,2.093,0.005,1.1
2021,12,2021.12.21,영산강,주암댐,동복천2,1.1,0.983,0.01,1.2
2021,12,2021.12.21,영산강,주암댐,주암댐,0.9,0.485,0.007,1.9
2021,12,2021.12.21,영산강,섬진강댐하류,임실,0.7,1.315,0.006,2.6
2021,12,2021.12.21,영산강,섬진강하류,계산,1.2,1.919,0.01,2.1
2022,1,2022.01.03,영산강,영산강상류,우치,3.1,3.002,0.097,3.6
2022,1,2022.01.03,영산강,영산강하구언,무안2,1.5,2.371,0.032,3.9
2022,1,2022.01.03,영산강,요천,요천3,1.4,4.579,0.027,2.3
2022,1,2022.01.03,영산강,죽산보(영산강중류),죽산,5.1,6.281,0.081,5.9
2022,1,2022.01.03,영산강,죽산보(영산강중류),광산,5.5,7.471,0.163,6.5
2022,1,2022.01.03,영산강,죽산보(영산강중류),나주,5.9,7.131,0.13,6.2
2022,1,2022.01.03,영산강,지석천,지석천4,3,4.54,0.085,3.4
